time,lat,lng,七级半径（公里）,十级半径（公里）,十二级半径（公里）
7月25日4点25分,123.4583333,29.125,300,100,40
7月25日4点30分,123.45,29.15,300,100,40
7月25日4点35分,123.4416667,29.175,300,100,40
7月25日4点40分,123.4333333,29.2,300,100,40
7月25日4点45分,123.425,29.225,300,100,40
7月25日4点50分,123.4166667,29.25,300,100,40
7月25日4点55分,123.4083333,29.275,300,100,40
7月25日5点0分,123.4,29.3,300,100,40
7月25日5点05分,123.3916667,29.30833333,300,100,40
7月25日5点10分,123.3833333,29.31666667,300,100,40
7月25日5点15分,123.375,29.325,300,100,40
7月25日5点20分,123.3666667,29.33333333,300,100,40
7月25日5点25分,123.3583333,29.34166667,300,100,40
7月25日5点30分,123.35,29.35,300,100,40
7月25日5点35分,123.3416667,29.35833333,300,100,40
7月25日5点40分,123.3333333,29.36666667,300,100,40
7月25日5点45分,123.325,29.375,300,100,40
7月25日5点50分,123.3166667,29.38333333,300,100,40
7月25日5点55分,123.3083333,29.39166667,300,100,40
7月25日6点0分,123.3,29.4,300,100,40
7月25日6点05分,123.2916667,29.40833333,300,100,40
7月25日6点10分,123.2833333,29.41666667,300,100,40
7月25日6点15分,123.275,29.425,300,100,40
7月25日6点20分,123.2666667,29.43333333,300,100,40
7月25日6点25分,123.2583333,29.44166667,300,100,40
7月25日6点30分,123.25,29.45,300,100,40
7月25日6点35分,123.2416667,29.45833333,300,100,40
7月25日6点40分,123.2333333,29.46666667,300,100,40
7月25日6点45分,123.225,29.475,300,100,40
7月25日6点50分,123.2166667,29.48333333,300,100,40
7月25日6点55分,123.2083333,29.49166667,300,100,40
7月25日7点0分,123.2,29.5,300,100,40
7月25日7点05分,123.1916667,29.50833333,300,100,40
7月25日7点10分,123.1833333,29.51666667,300,100,40
7月25日7点15分,123.175,29.525,300,100,40
7月25日7点20分,123.1666667,29.53333333,300,100,40
7月25日7点25分,123.1583333,29.54166667,300,100,40
7月25日7点30分,123.15,29.55,300,100,40
7月25日7点35分,123.1416667,29.55833333,300,100,40
7月25日7点40分,123.1333333,29.56666667,300,100,40
7月25日7点45分,123.125,29.575,300,100,40
7月25日7点50分,123.1166667,29.58333333,300,100,40
7月25日7点55分,123.1083333,29.59166667,300,100,40
7月25日8点0分,123.1,29.6,300,100,40
7月25日8点05分,123.0916667,29.60833333,300,100,40
7月25日8点10分,123.0833333,29.61666667,300,100,40
7月25日8点15分,123.075,29.625,300,100,40
7月25日8点20分,123.0666667,29.63333333,300,100,40
7月25日8点25分,123.0583333,29.64166667,300,100,40
7月25日8点30分,123.05,29.65,300,100,40
7月25日8点35分,123.0416667,29.65833333,300,100,40
7月25日8点40分,123.0333333,29.66666667,300,100,40
7月25日8点45分,123.025,29.675,300,100,40
7月25日8点50分,123.0166667,29.68333333,300,100,40
7月25日8点55分,123.0083333,29.69166667,300,100,40
7月25日9点0分,123,29.7,300,100,40
7月25日9点05分,122.9916667,29.70833333,300,100,40
7月25日9点10分,122.9833333,29.71666667,300,100,40
7月25日9点15分,122.975,29.725,300,100,40
7月25日9点20分,122.9666667,29.73333333,300,100,40
7月25日9点25分,122.9583333,29.74166667,300,100,40
7月25日9点30分,122.95,29.75,300,100,40
7月25日9点35分,122.9416667,29.75833333,300,100,40
7月25日9点40分,122.9333333,29.76666667,300,100,40
7月25日9点45分,122.925,29.775,300,100,40
7月25日9点50分,122.9166667,29.78333333,300,100,40
7月25日9点55分,122.9083333,29.79166667,300,100,40
7月25日10点0分,122.9,29.8,300,100,40
7月25日10点05分,122.8833333,29.80833333,300,100,40
7月25日10点10分,122.8666667,29.81666667,300,100,40
7月25日10点15分,122.85,29.825,300,100,40
7月25日10点20分,122.8333333,29.83333333,300,100,40
7月25日10点25分,122.8166667,29.84166667,300,100,40
7月25日10点30分,122.8,29.85,300,100,40
7月25日10点35分,122.7833333,29.85833333,300,100,40
7月25日10点40分,122.7666667,29.86666667,300,100,40
7月25日10点45分,122.75,29.875,300,100,40
7月25日10点50分,122.7333333,29.88333333,300,100,40
7月25日10点55分,122.7166667,29.89166667,300,100,40
7月25日11点0分,122.7,29.9,300,100,40
7月25日11点05分,122.6833333,29.90833333,300,100,40
7月25日11点10分,122.6666667,29.91666667,300,100,40
7月25日11点15分,122.65,29.925,300,100,40
7月25日11点20分,122.6333333,29.93333333,300,100,40
7月25日11点25分,122.6166667,29.94166667,300,100,40
7月25日11点30分,122.6,29.95,300,100,40
7月25日11点35分,122.5833333,29.95833333,300,100,40
7月25日11点40分,122.5666667,29.96666667,300,100,40
7月25日11点45分,122.55,29.975,300,100,40
7月25日11点50分,122.5333333,29.98333333,300,100,40
7月25日11点55分,122.5166667,29.99166667,300,100,40
7月25日12点0分,122.5,30,300,100,40
7月25日12点05分,122.4833333,30,300,100,40
7月25日12点10分,122.4666667,30,300,100,40
7月25日12点15分,122.45,30,300,100,40
7月25日12点20分,122.4333333,30,300,100,40
7月25日12点25分,122.4166667,30,300,100,40
7月25日12点30分,122.4,30,300,100,40
7月25日12点35分,122.3833333,30,300,100,40
7月25日12点40分,122.3666667,30,300,100,40
7月25日12点45分,122.35,30,300,100,40
7月25日12点50分,122.3333333,30,300,100,40
7月25日12点55分,122.3166667,30,300,100,40
7月25日13点0分,122.3,30,300,100,40
7月25日13点05分,122.2979167,30,300,100,40
7月25日13点10分,122.2958333,30,300,100,40
7月25日13点15分,122.29375,30,300,100,40
7月25日13点20分,122.2916667,30,300,100,40
7月25日13点25分,122.2895833,30,300,100,40
7月25日13点30分,122.2875,30,300,100,40
7月25日13点35分,122.2854167,30,300,100,40
7月25日13点40分,122.2833333,30,300,100,40
7月25日13点45分,122.28125,30,300,100,40
7月25日13点50分,122.2791667,30,300,100,40
7月25日13点55分,122.2770833,30,300,100,40
7月25日14点0分,122.275,30,300,100,40
7月25日14点05分,122.2729167,30,300,100,40
7月25日14点10分,122.2708333,30,300,100,40
7月25日14点15分,122.26875,30,300,100,40
7月25日14点20分,122.2666667,30,300,100,40
7月25日14点25分,122.2645833,30,300,100,40
7月25日14点30分,122.2625,30,300,100,40
7月25日14点35分,122.2604167,30,300,100,40
7月25日14点40分,122.2583333,30,300,100,40
7月25日14点45分,122.25625,30,300,100,40
7月25日14点50分,122.2541667,30,300,100,40
7月25日14点55分,122.2520833,30,300,100,40
7月25日15点0分,122.25,30,300,100,40
7月25日15点05分,122.2479167,30,300,100,40
7月25日15点10分,122.2458333,30,300,100,40
7月25日15点15分,122.24375,30,300,100,40
7月25日15点20分,122.2416667,30,300,100,40
7月25日15点25分,122.2395833,30,300,100,40
7月25日15点30分,122.2375,30,300,100,40
7月25日15点35分,122.2354167,30,300,100,40
7月25日15点40分,122.2333333,30,300,100,40
7月25日15点45分,122.23125,30,300,100,40
7月25日15点50分,122.2291667,30,300,100,40
7月25日15点55分,122.2270833,30,300,100,40
7月25日16点0分,122.225,30,300,100,40
7月25日16点05分,122.2229167,30,300,100,40
7月25日16点10分,122.2208333,30,300,100,40
7月25日16点15分,122.21875,30,300,100,40
7月25日16点20分,122.2166667,30,300,100,40
7月25日16点25分,122.2145833,30,300,100,40
7月25日16点30分,122.2125,30,300,100,40
7月25日16点35分,122.2104167,30,300,100,40
7月25日16点40分,122.2083333,30,300,100,40
7月25日16点45分,122.20625,30,300,100,40
7月25日16点50分,122.2041667,30,300,100,40
7月25日16点55分,122.2020833,30,300,100,40
7月25日17点0分,122.2,30,300,100,0
7月25日17点05分,122.1833333,30.01666667,300,100,0
7月25日17点10分,122.1666667,30.03333333,300,100,0
7月25日17点15分,122.15,30.05,300,100,0
7月25日17点20分,122.1333333,30.06666667,300,100,0
7月25日17点25分,122.1166667,30.08333333,300,100,0
7月25日17点30分,122.1,30.1,300,100,0
7月25日17点35分,122.0833333,30.11666667,300,100,0
7月25日17点40分,122.0666667,30.13333333,300,100,0
7月25日17点45分,122.05,30.15,300,100,0
7月25日17点50分,122.0333333,30.16666667,300,100,0
7月25日17点55分,122.0166667,30.18333333,300,100,0
7月25日18点0分,122,30.2,300,100,0
7月25日18点05分,121.9958333,30.2,300,100,0
7月25日18点10分,121.9916667,30.2,300,100,0
7月25日18点15分,121.9875,30.2,300,100,0
7月25日18点20分,121.9833333,30.2,300,100,0
7月25日18点25分,121.9791667,30.2,300,100,0
7月25日18点30分,121.975,30.2,300,100,0
7月25日18点35分,121.9708333,30.2,300,100,0
7月25日18点40分,121.9666667,30.2,300,100,0
7月25日18点45分,121.9625,30.2,300,100,0
7月25日18点50分,121.9583333,30.2,300,100,0
7月25日18点55分,121.9541667,30.2,300,100,0
7月25日19点0分,121.95,30.2,300,100,0
7月25日19点05分,121.9458333,30.2,300,100,0
7月25日19点10分,121.9416667,30.2,300,100,0
