,ts,day,price,updatetime,POC
546,1627138050110,2021-07-24,2167.54,22:47:30,2166.8
547,1627138200110,2021-07-24,2166.2,22:50:00,2168.6
548,1627138350110,2021-07-24,2166.67,22:52:30,2166.7
549,1627138500110,2021-07-24,2163.78,22:55:00,2163.0
550,1627138650110,2021-07-24,2162.06,22:57:30,2163.8
551,1627138800110,2021-07-24,2161.35,23:00:00,2161.4
552,1627138950110,2021-07-24,2156.91,23:02:30,2160.0
553,1627139100110,2021-07-24,2161.32,23:05:00,2158.0
554,1627139250110,2021-07-24,2161.73,23:07:30,2160.0
555,1627139400110,2021-07-24,2165.99,23:10:00,2161.7
556,1627139550110,2021-07-24,2166.49,23:12:30,2164.8
557,1627139700110,2021-07-24,2166.29,23:15:00,2167.0
558,1627139850110,2021-07-24,2165.2,23:17:30,2170.0
559,1627140000110,2021-07-24,2165.28,23:20:00,2165.7
560,1627140150110,2021-07-24,2165.0,23:22:30,2165.3
561,1627140300110,2021-07-24,2170.0,23:25:00,2166.0
562,1627140450110,2021-07-24,2164.42,23:27:30,2177.0
563,1627140600110,2021-07-24,2164.21,23:30:00,2164.7
564,1627140750110,2021-07-24,2158.02,23:32:30,2158.4
565,1627140900110,2021-07-24,2162.19,23:35:00,2158.0
566,1627141050110,2021-07-24,2156.49,23:37:30,2158.4
567,1627141200110,2021-07-24,2155.45,23:40:00,2156.5
568,1627141350110,2021-07-24,2153.21,23:42:30,2153.4
569,1627141500110,2021-07-24,2154.77,23:45:00,2154.8
570,1627141650110,2021-07-24,2152.4,23:47:30,2153.5
571,1627141800110,2021-07-24,2156.41,23:50:00,2152.6
572,1627141950110,2021-07-24,2156.1,23:52:30,2158.4
573,1627142100110,2021-07-24,2156.47,23:55:00,2156.5
574,1627142250110,2021-07-24,2152.81,23:57:30,2153.2
575,1627142400110,2021-07-25,2149.0,00:00:00,2149.0
576,1627142549926,2021-07-25,2150.06,00:02:29,2149.0
577,1627142699926,2021-07-25,2154.58,00:04:59,2153.7
578,1627142849926,2021-07-25,2144.8,00:07:29,2151.0
579,1627142999926,2021-07-25,2146.93,00:09:59,2146.0
580,1627143149926,2021-07-25,2147.08,00:12:29,2145.4
581,1627143299926,2021-07-25,2155.96,00:14:59,2150.0
582,1627143449926,2021-07-25,2164.2,00:17:29,2165.0
583,1627143599926,2021-07-25,2166.61,00:19:59,2171.6
584,1627143749926,2021-07-25,2170.1,00:22:29,2172.0
585,1627143899926,2021-07-25,2168.39,00:24:59,2171.8
586,1627144049926,2021-07-25,2173.2,00:27:29,2167.0
587,1627144199926,2021-07-25,2174.0,00:29:59,2172.4
588,1627144349926,2021-07-25,2173.81,00:32:29,2175.0
589,1627144499926,2021-07-25,2171.8,00:34:59,2171.8
590,1627144649926,2021-07-25,2173.8,00:37:29,2171.8
591,1627144799926,2021-07-25,2172.86,00:39:59,2173.4
592,1627144949926,2021-07-25,2174.67,00:42:29,2177.7
593,1627145099926,2021-07-25,2177.81,00:44:59,2180.0
594,1627145249926,2021-07-25,2175.86,00:47:29,2176.2
595,1627145399926,2021-07-25,2177.07,00:49:59,2179.0
596,1627145549926,2021-07-25,2181.61,00:52:29,2185.1
597,1627145699926,2021-07-25,2189.52,00:54:59,2188.0
598,1627145849926,2021-07-25,2190.2,00:57:29,2190.0
599,1627145999926,2021-07-25,2190.5,00:59:59,2188.0
600,1627146149926,2021-07-25,2182.68,01:02:29,2185.0
601,1627146299926,2021-07-25,2188.22,01:04:59,2182.0
602,1627146449926,2021-07-25,2191.02,01:07:29,2185.6
603,1627146599926,2021-07-25,2191.39,01:09:59,2191.0
604,1627146749926,2021-07-25,2189.96,01:12:29,2191.0
605,1627146899926,2021-07-25,2189.55,01:14:59,2190.0
606,1627147049926,2021-07-25,2185.82,01:17:29,2186.6
607,1627147199926,2021-07-25,2188.84,01:19:59,2188.0
608,1627147349926,2021-07-25,2193.05,01:22:29,2193.0
609,1627147499926,2021-07-25,2192.95,01:24:59,2192.8
610,1627147649926,2021-07-25,2192.19,01:27:29,2191.8
611,1627147799926,2021-07-25,2185.01,01:29:59,2185.6
612,1627147949926,2021-07-25,2187.56,01:32:29,2185.8
613,1627148099926,2021-07-25,2191.37,01:34:59,2191.4
614,1627148249926,2021-07-25,2188.61,01:37:29,2188.6
615,1627148399926,2021-07-25,2189.92,01:39:59,2189.8
616,1627148549926,2021-07-25,2185.62,01:42:29,2188.4
617,1627148699926,2021-07-25,2181.04,01:44:59,2180.8
618,1627148849926,2021-07-25,2186.24,01:47:29,2186.2
619,1627148999926,2021-07-25,2188.38,01:49:59,2186.2
620,1627149149926,2021-07-25,2187.03,01:52:29,2187.6
621,1627149299926,2021-07-25,2185.61,01:54:59,2187.4
622,1627149449926,2021-07-25,2185.05,01:57:29,2185.2
623,1627149599926,2021-07-25,2183.27,01:59:59,2184.4
624,1627149749926,2021-07-25,2182.7,02:02:29,2183.0
625,1627149899926,2021-07-25,2186.32,02:04:59,2182.7
626,1627150049926,2021-07-25,2186.8,02:07:29,2186.8
627,1627150199926,2021-07-25,2189.83,02:09:59,2189.3
628,1627150349926,2021-07-25,2188.85,02:12:29,2189.4
629,1627150499926,2021-07-25,2189.01,02:14:59,2190.2
630,1627150649926,2021-07-25,2186.37,02:17:29,2186.6
631,1627150799926,2021-07-25,2189.15,02:19:59,2189.4
632,1627150949926,2021-07-25,2184.39,02:22:29,2188.5
633,1627151099926,2021-07-25,2184.6,02:24:59,2184.4
634,1627151249926,2021-07-25,2184.81,02:27:29,2184.8
635,1627151399926,2021-07-25,2183.4,02:29:59,2182.8
636,1627151549926,2021-07-25,2182.81,02:32:29,2182.8
637,1627151699926,2021-07-25,2184.6,02:34:59,2183.7
638,1627151849926,2021-07-25,2181.41,02:37:29,2183.0
639,1627151999926,2021-07-25,2180.85,02:39:59,2181.0
640,1627152149926,2021-07-25,2178.79,02:42:29,2179.4
641,1627152299926,2021-07-25,2181.6,02:44:59,2178.8
642,1627152449926,2021-07-25,2178.47,02:47:29,2181.2
643,1627152599926,2021-07-25,2177.6,02:49:59,2178.3
644,1627152749926,2021-07-25,2175.2,02:52:29,2174.2
645,1627152899926,2021-07-25,2177.5,02:54:59,2175.8
646,1627153049926,2021-07-25,2174.92,02:57:29,2175.5
647,1627153199926,2021-07-25,2175.75,02:59:59,2174.9
648,1627153349926,2021-07-25,2170.41,03:02:29,2169.7
649,1627153499926,2021-07-25,2166.01,03:04:59,2166.0
650,1627153649926,2021-07-25,2170.07,03:07:29,2169.0
651,1627153799926,2021-07-25,2168.6,03:09:59,2169.2
652,1627153949926,2021-07-25,2172.44,03:12:29,2171.1
653,1627154099926,2021-07-25,2174.25,03:14:59,2174.1
654,1627154249926,2021-07-25,2175.0,03:17:29,2171.3
655,1627154399926,2021-07-25,2175.2,03:19:59,2175.9
656,1627154549926,2021-07-25,2166.8,03:22:29,2171.8
657,1627154699926,2021-07-25,2161.91,03:24:59,2162.0
658,1627154849926,2021-07-25,2166.5,03:27:29,2161.6
659,1627154999926,2021-07-25,2162.8,03:29:59,2164.3
660,1627155149926,2021-07-25,2160.01,03:32:29,2164.8
661,1627155299926,2021-07-25,2163.94,03:34:59,2162.0
662,1627155449926,2021-07-25,2163.19,03:37:29,2162.0
663,1627155599926,2021-07-25,2162.92,03:39:59,2162.5
664,1627155749926,2021-07-25,2161.59,03:42:29,2161.0
665,1627155899926,2021-07-25,2156.01,03:44:59,2156.0
666,1627156049926,2021-07-25,2151.17,03:47:29,2152.0
667,1627156199926,2021-07-25,2143.55,03:49:59,2146.6
668,1627156349926,2021-07-25,2147.0,03:52:29,2142.2
669,1627156499926,2021-07-25,2149.77,03:54:59,2149.0
670,1627156649926,2021-07-25,2150.38,03:57:29,2151.2
671,1627156799926,2021-07-25,2144.8,03:59:59,2147.8
672,1627156949926,2021-07-25,2151.68,04:02:29,2152.0
673,1627157099926,2021-07-25,2152.0,04:04:59,2152.4
674,1627157249926,2021-07-25,2154.19,04:07:29,2155.4
675,1627157399926,2021-07-25,2147.61,04:09:59,2152.0
676,1627157549926,2021-07-25,2143.03,04:12:29,2147.0
677,1627157699926,2021-07-25,2151.8,04:14:59,2141.9
678,1627157849926,2021-07-25,2146.12,04:17:29,2149.8
679,1627157999926,2021-07-25,2148.45,04:19:59,2146.6
680,1627158149926,2021-07-25,2140.6,04:22:29,2142.0
681,1627158299926,2021-07-25,2140.8,04:24:59,2141.5
682,1627158449926,2021-07-25,2130.39,04:27:29,2128.0
683,1627158599926,2021-07-25,2137.11,04:29:59,2130.4
684,1627158749926,2021-07-25,2141.7,04:32:29,2142.8
685,1627158899926,2021-07-25,2144.57,04:34:59,2144.2
686,1627159049926,2021-07-25,2139.5,04:37:29,2139.2
687,1627159199926,2021-07-25,2141.61,04:39:59,2137.6
688,1627159349926,2021-07-25,2142.34,04:42:29,2141.1
689,1627159499926,2021-07-25,2140.96,04:44:59,2140.0
690,1627159649926,2021-07-25,2144.2,04:47:29,2144.4
691,1627159799926,2021-07-25,2147.7,04:49:59,2148.6
692,1627159949926,2021-07-25,2144.8,04:52:29,2147.8
693,1627160099926,2021-07-25,2149.39,04:54:59,2145.7
694,1627160249926,2021-07-25,2147.19,04:57:29,2146.0
695,1627160399926,2021-07-25,2152.16,04:59:59,2147.0
696,1627160549926,2021-07-25,2139.8,05:02:29,2145.4
697,1627160699926,2021-07-25,2144.38,05:04:59,2139.8
698,1627160849926,2021-07-25,2145.01,05:07:29,2145.1
699,1627160999926,2021-07-25,2146.19,05:09:59,2147.3
700,1627161149926,2021-07-25,2144.67,05:12:29,2147.2
701,1627161299926,2021-07-25,2145.8,05:14:59,2146.0
702,1627161449926,2021-07-25,2142.41,05:17:29,2144.9
703,1627161599926,2021-07-25,2142.31,05:19:59,2142.4
704,1627161749926,2021-07-25,2140.82,05:22:29,2138.6
705,1627161899926,2021-07-25,2144.8,05:24:59,2144.0
706,1627162049926,2021-07-25,2143.8,05:27:29,2146.6
707,1627162199926,2021-07-25,2144.81,05:29:59,2145.0
708,1627162349926,2021-07-25,2144.82,05:32:29,2145.2
709,1627162499926,2021-07-25,2145.8,05:34:59,2145.4
710,1627162649926,2021-07-25,2146.2,05:37:29,2146.2
711,1627162799926,2021-07-25,2147.53,05:39:59,2146.2
712,1627162949926,2021-07-25,2151.49,05:42:29,2150.8
713,1627163099926,2021-07-25,2154.49,05:44:59,2152.0
714,1627163249926,2021-07-25,2166.6,05:47:29,2154.5
715,1627163399926,2021-07-25,2170.1,05:49:59,2169.4
716,1627163549926,2021-07-25,2167.48,05:52:29,2170.8
717,1627163699926,2021-07-25,2168.21,05:54:59,2168.2
718,1627163849926,2021-07-25,2166.56,05:57:29,2164.9
719,1627163999926,2021-07-25,2166.49,05:59:59,2166.8
720,1627164149926,2021-07-25,2161.06,06:02:29,2166.0
721,1627164299926,2021-07-25,2161.52,06:04:59,2161.6
722,1627164449926,2021-07-25,2158.18,06:07:29,2157.9
723,1627164599926,2021-07-25,2160.69,06:09:59,2158.6
724,1627164749926,2021-07-25,2159.5,06:12:29,2164.2
725,1627164899926,2021-07-25,2159.8,06:14:59,2157.2
726,1627165049926,2021-07-25,2155.34,06:17:29,2158.0
727,1627165199926,2021-07-25,2158.16,06:19:59,2158.0
728,1627165349926,2021-07-25,2160.24,06:22:29,2158.9
729,1627165499926,2021-07-25,2160.59,06:24:59,2160.4
730,1627165649926,2021-07-25,2161.92,06:27:29,2162.5
731,1627165799926,2021-07-25,2159.8,06:29:59,2159.4
732,1627165949926,2021-07-25,2158.19,06:32:29,2158.0
733,1627166099926,2021-07-25,2158.39,06:34:59,2158.2
734,1627166249926,2021-07-25,2162.4,06:37:29,2161.8
735,1627166399926,2021-07-25,2162.21,06:39:59,2162.4
736,1627166549926,2021-07-25,2165.01,06:42:29,2165.4
737,1627166699926,2021-07-25,2165.27,06:44:59,2164.6
738,1627166849926,2021-07-25,2165.0,06:47:29,2165.3
739,1627166999926,2021-07-25,2166.41,06:49:59,2165.0
740,1627167149926,2021-07-25,2164.05,06:52:29,2162.4
741,1627167299926,2021-07-25,2167.19,06:54:59,2167.1
742,1627167449926,2021-07-25,2170.52,06:57:29,2168.6
743,1627167599926,2021-07-25,2168.39,06:59:59,2170.4
744,1627167749926,2021-07-25,2165.83,07:02:29,2169.4
745,1627167899926,2021-07-25,2161.29,07:04:59,2161.0
746,1627168049926,2021-07-25,2159.79,07:07:29,2158.0
747,1627168199926,2021-07-25,2164.71,07:09:59,2163.0
748,1627168349926,2021-07-25,2160.19,07:12:29,2159.8
749,1627168499926,2021-07-25,2159.2,07:14:59,2158.2
750,1627168649926,2021-07-25,2162.01,07:17:29,2162.4
751,1627168799926,2021-07-25,2165.59,07:19:59,2165.4
752,1627168949926,2021-07-25,2162.19,07:22:29,2165.0
753,1627169099926,2021-07-25,2167.57,07:24:59,2165.2
754,1627169249926,2021-07-25,2168.64,07:27:29,2167.6
755,1627169399926,2021-07-25,2169.19,07:29:59,2169.4
756,1627169549926,2021-07-25,2173.7,07:32:29,2171.8
757,1627169699926,2021-07-25,2173.16,07:34:59,2176.0
758,1627169849926,2021-07-25,2172.2,07:37:29,2171.8
759,1627169999926,2021-07-25,2173.0,07:39:59,2173.0
760,1627170149926,2021-07-25,2174.23,07:42:29,2173.8
761,1627170299926,2021-07-25,2178.23,07:44:59,2180.0
762,1627170449926,2021-07-25,2179.4,07:47:29,2177.0
763,1627170599926,2021-07-25,2181.79,07:49:59,2180.0
764,1627170749926,2021-07-25,2182.68,07:52:29,2181.8
765,1627170899926,2021-07-25,2182.93,07:54:59,2185.0
766,1627171049926,2021-07-25,2182.93,07:57:29,2185.6
767,1627171199926,2021-07-25,2182.2,07:59:59,2182.6
768,1627171349926,2021-07-25,2182.99,08:02:29,2182.8
769,1627171499926,2021-07-25,2179.19,08:04:59,2179.2
770,1627171649926,2021-07-25,2177.79,08:07:29,2177.3
771,1627171799926,2021-07-25,2185.51,08:09:59,2181.9
772,1627171949926,2021-07-25,2186.31,08:12:29,2186.0
773,1627172099926,2021-07-25,2187.6,08:14:59,2188.0
774,1627172249926,2021-07-25,2187.21,08:17:29,2183.5
775,1627172399926,2021-07-25,2187.8,08:19:59,2187.5
776,1627172549926,2021-07-25,2189.6,08:22:29,2189.0
777,1627172699926,2021-07-25,2188.78,08:24:59,2190.0
778,1627172849926,2021-07-25,2177.84,08:27:29,2182.7
779,1627172999926,2021-07-25,2178.19,08:29:59,2178.8
780,1627173149926,2021-07-25,2168.53,08:32:29,2170.4
781,1627173299926,2021-07-25,2171.78,08:34:59,2170.6
782,1627173449926,2021-07-25,2170.19,08:37:29,2171.8
783,1627173599926,2021-07-25,2169.37,08:39:59,2167.3
784,1627173749926,2021-07-25,2164.0,08:42:29,2167.0
785,1627173899926,2021-07-25,2154.4,08:44:59,2159.0
786,1627174049926,2021-07-25,2145.61,08:47:29,2145.0
787,1627174199926,2021-07-25,2143.52,08:49:59,2142.0
788,1627174349926,2021-07-25,2148.21,08:52:29,2149.0
789,1627174499926,2021-07-25,2148.3,08:54:59,2148.6
790,1627174649926,2021-07-25,2147.8,08:57:29,2144.4
791,1627174799926,2021-07-25,2150.02,08:59:59,2148.6
792,1627174949926,2021-07-25,2147.76,09:02:29,2143.8
793,1627175099926,2021-07-25,2146.0,09:04:59,2143.6
794,1627175249926,2021-07-25,2153.52,09:07:29,2146.9
795,1627175399926,2021-07-25,2157.36,09:09:59,2154.6
796,1627175549926,2021-07-25,2157.17,09:12:29,2155.6
797,1627175699926,2021-07-25,2158.21,09:14:59,2157.4
798,1627175849926,2021-07-25,2153.46,09:17:29,2149.6
799,1627175999926,2021-07-25,2152.0,09:19:59,2150.9
800,1627176149926,2021-07-25,2149.2,09:22:29,2147.2
801,1627176299926,2021-07-25,2148.8,09:24:59,2146.6
802,1627176449926,2021-07-25,2148.19,09:27:29,2147.4
803,1627176599926,2021-07-25,2146.95,09:29:59,2148.2
804,1627176749926,2021-07-25,2148.41,09:32:29,2143.8
805,1627176899926,2021-07-25,2152.01,09:34:59,2148.8
806,1627177049926,2021-07-25,2150.87,09:37:29,2151.8
807,1627177199926,2021-07-25,2148.81,09:39:59,2150.9
808,1627177349926,2021-07-25,2145.44,09:42:29,2148.7
809,1627177499926,2021-07-25,2149.66,09:44:59,2147.7
810,1627177649926,2021-07-25,2144.12,09:47:29,2148.0
811,1627177799926,2021-07-25,2144.79,09:49:59,2142.6
812,1627177949926,2021-07-25,2141.92,09:52:29,2147.8
813,1627178099926,2021-07-25,2139.41,09:54:59,2141.8
814,1627178249926,2021-07-25,2138.61,09:57:29,2138.4
815,1627178399926,2021-07-25,2140.8,09:59:59,2141.0
816,1627178549926,2021-07-25,2144.09,10:02:29,2143.0
817,1627178699926,2021-07-25,2139.81,10:04:59,2141.0
818,1627178849926,2021-07-25,2144.65,10:07:29,2144.4
819,1627178999926,2021-07-25,2146.4,10:09:59,2145.8
820,1627179149926,2021-07-25,2143.73,10:12:29,2144.4
821,1627179299926,2021-07-25,2145.6,10:14:59,2144.4
822,1627179449926,2021-07-25,2153.78,10:17:29,2149.4
823,1627179599926,2021-07-25,2152.4,10:19:59,2153.0
824,1627179749926,2021-07-25,2153.42,10:22:29,2152.6
825,1627179899926,2021-07-25,2153.2,10:24:59,2153.4
826,1627180049926,2021-07-25,2149.88,10:27:29,2149.1
827,1627180199926,2021-07-25,2150.84,10:29:59,2151.2
828,1627180349926,2021-07-25,2154.18,10:32:29,2155.0
829,1627180499926,2021-07-25,2153.79,10:34:59,2153.8
830,1627180649926,2021-07-25,2151.0,10:37:29,2151.0
831,1627180799926,2021-07-25,2150.81,10:39:59,2151.1
832,1627180949926,2021-07-25,2152.19,10:42:29,2153.8
833,1627181099926,2021-07-25,2152.8,10:44:59,2152.4
834,1627181249926,2021-07-25,2157.13,10:47:29,2155.0
835,1627181399926,2021-07-25,2155.2,10:49:59,2156.4
836,1627181549926,2021-07-25,2159.4,10:52:29,2156.8
837,1627181699926,2021-07-25,2159.8,10:54:59,2158.8
838,1627181849926,2021-07-25,2165.41,10:57:29,2162.0
839,1627181999926,2021-07-25,2162.2,10:59:59,2162.0
840,1627182149926,2021-07-25,2166.8,11:02:29,2165.9
841,1627182299926,2021-07-25,2168.33,11:04:59,2170.0
842,1627182449926,2021-07-25,2167.16,11:07:29,2170.0
843,1627182599926,2021-07-25,2167.81,11:09:59,2166.6
844,1627182749926,2021-07-25,2168.8,11:12:29,2168.0
845,1627182899926,2021-07-25,2169.39,11:14:59,2168.0
846,1627183049926,2021-07-25,2165.63,11:17:29,2166.0
847,1627183199926,2021-07-25,2164.07,11:19:59,2163.6
848,1627183349926,2021-07-25,2164.39,11:22:29,2163.0
849,1627183499926,2021-07-25,2165.35,11:24:59,2165.4
850,1627183649926,2021-07-25,2163.39,11:27:29,2163.2
851,1627183799926,2021-07-25,2169.97,11:29:59,2168.7
852,1627183949926,2021-07-25,2166.82,11:32:29,2167.9
853,1627184099926,2021-07-25,2165.01,11:34:59,2165.3
854,1627184249926,2021-07-25,2164.68,11:37:29,2163.2
855,1627184399926,2021-07-25,2166.41,11:39:59,2165.2
856,1627184549926,2021-07-25,2167.19,11:42:29,2166.2
857,1627184699926,2021-07-25,2162.93,11:44:59,2163.5
858,1627184849926,2021-07-25,2160.84,11:47:29,2160.0
859,1627184999926,2021-07-25,2162.19,11:49:59,2162.0
860,1627185149926,2021-07-25,2162.4,11:52:29,2162.8
861,1627185299926,2021-07-25,2160.59,11:54:59,2161.6
862,1627185449926,2021-07-25,2154.4,11:57:29,2160.0
863,1627185599926,2021-07-25,2151.01,11:59:59,2150.8
864,1627185749926,2021-07-25,2152.6,12:02:29,2152.0
865,1627185899926,2021-07-25,2153.4,12:04:59,2153.1
866,1627186049926,2021-07-25,2153.6,12:07:29,2151.8
867,1627186199926,2021-07-25,2157.4,12:09:59,2157.2
868,1627186349926,2021-07-25,2155.28,12:12:29,2154.8
869,1627186499926,2021-07-25,2149.41,12:14:59,2150.0
870,1627186649926,2021-07-25,2147.84,12:17:29,2146.4
871,1627186799926,2021-07-25,2148.8,12:19:59,2147.9
872,1627186949926,2021-07-25,2156.7,12:22:29,2157.0
873,1627187099926,2021-07-25,2156.98,12:24:59,2156.6
874,1627187249926,2021-07-25,2156.2,12:27:29,2156.8
875,1627187399926,2021-07-25,2152.94,12:29:59,2153.1
876,1627187549926,2021-07-25,2159.4,12:32:29,2157.6
877,1627187699926,2021-07-25,2168.53,12:34:59,2168.0
878,1627187849926,2021-07-25,2167.5,12:37:29,2169.0
879,1627187999926,2021-07-25,2168.3,12:39:59,2167.9
880,1627188149926,2021-07-25,2172.29,12:42:29,2170.8
881,1627188299926,2021-07-25,2168.19,12:44:59,2168.0
882,1627188449926,2021-07-25,2165.39,12:47:29,2166.0
883,1627188599926,2021-07-25,2166.0,12:49:59,2166.0
884,1627188749926,2021-07-25,2168.22,12:52:29,2165.6
885,1627188899926,2021-07-25,2165.0,12:54:59,2168.9
886,1627189049926,2021-07-25,2164.19,12:57:29,2163.8
887,1627189199926,2021-07-25,2163.81,12:59:59,2164.6
888,1627189349926,2021-07-25,2167.0,13:02:29,2165.8
889,1627189499926,2021-07-25,2168.8,13:04:59,2170.0
890,1627189649926,2021-07-25,2168.13,13:07:29,2168.9
891,1627189799926,2021-07-25,2163.37,13:09:59,2167.3
892,1627189949926,2021-07-25,2166.22,13:12:29,2167.2
893,1627190099926,2021-07-25,2165.47,13:14:59,2165.7
894,1627190249926,2021-07-25,2168.38,13:17:29,2164.4
895,1627190399926,2021-07-25,2166.38,13:19:59,2168.0
896,1627190549926,2021-07-25,2168.5,13:22:29,2168.0
897,1627190699926,2021-07-25,2158.56,13:24:59,2162.8
898,1627190849926,2021-07-25,2155.84,13:27:29,2158.0
899,1627190999926,2021-07-25,2155.9,13:29:59,2157.3
900,1627191149926,2021-07-25,2155.4,13:32:29,2154.2
901,1627191299926,2021-07-25,2159.44,13:34:59,2156.8
902,1627191449926,2021-07-25,2159.5,13:37:29,2159.4
903,1627191599926,2021-07-25,2161.99,13:39:59,2158.8
904,1627191749926,2021-07-25,2162.61,13:42:29,2159.8
905,1627191899926,2021-07-25,2159.88,13:44:59,2160.0
906,1627192049926,2021-07-25,2154.6,13:47:29,2156.6
907,1627192199926,2021-07-25,2155.98,13:49:59,2154.8
908,1627192349926,2021-07-25,2154.57,13:52:29,2154.0
909,1627192499926,2021-07-25,2156.6,13:54:59,2154.6
910,1627192649926,2021-07-25,2154.65,13:57:29,2154.3
911,1627192799926,2021-07-25,2155.35,13:59:59,2155.8
912,1627192949926,2021-07-25,2156.39,14:02:29,2155.8
913,1627193099926,2021-07-25,2157.67,14:04:59,2155.4
914,1627193249926,2021-07-25,2158.44,14:07:29,2158.4
915,1627193399926,2021-07-25,2157.01,14:09:59,2157.4
916,1627193549926,2021-07-25,2157.39,14:12:29,2157.9
917,1627193699926,2021-07-25,2161.0,14:14:59,2161.5
918,1627193849926,2021-07-25,2164.49,14:17:29,2162.0
919,1627193999926,2021-07-25,2165.59,14:19:59,2165.4
920,1627194149926,2021-07-25,2165.6,14:22:29,2166.2
921,1627194299926,2021-07-25,2161.86,14:24:59,2160.0
922,1627194449926,2021-07-25,2163.0,14:27:29,2161.9
923,1627194599926,2021-07-25,2163.38,14:29:59,2163.1
924,1627194749926,2021-07-25,2166.39,14:32:29,2164.8
925,1627194899926,2021-07-25,2163.4,14:34:59,2163.8
926,1627195049926,2021-07-25,2163.83,14:37:29,2163.1
927,1627195199926,2021-07-25,2166.12,14:39:59,2164.0
928,1627195349926,2021-07-25,2162.97,14:42:29,2164.0
929,1627195499926,2021-07-25,2167.61,14:44:59,2163.0
930,1627195649926,2021-07-25,2165.23,14:47:29,2167.7
931,1627195799926,2021-07-25,2163.31,14:49:59,2163.8
932,1627195949926,2021-07-25,2163.2,14:52:29,2162.8
933,1627196099926,2021-07-25,2163.6,14:54:59,2165.1
934,1627196249926,2021-07-25,2164.76,14:57:29,2165.4
935,1627196399926,2021-07-25,2165.44,14:59:59,2165.4
936,1627196549926,2021-07-25,2167.4,15:02:29,2166.8
937,1627196699926,2021-07-25,2168.8,15:04:59,2167.0
938,1627196849926,2021-07-25,2168.66,15:07:29,2168.8
939,1627196999926,2021-07-25,2167.62,15:09:59,2167.0
940,1627197149926,2021-07-25,2167.39,15:12:29,2167.6
941,1627197299926,2021-07-25,2177.75,15:14:59,2176.4
942,1627197449926,2021-07-25,2174.0,15:17:29,2170.0
943,1627197599926,2021-07-25,2176.8,15:19:59,2175.5
944,1627197749926,2021-07-25,2178.96,15:22:29,2174.8
945,1627197899926,2021-07-25,2178.63,15:24:59,2178.2
946,1627198049926,2021-07-25,2180.7,15:27:29,2180.0
947,1627198199926,2021-07-25,2176.48,15:29:59,2178.4
948,1627198349926,2021-07-25,2181.79,15:32:29,2181.4
949,1627198499926,2021-07-25,2181.8,15:34:59,2182.0
950,1627198649926,2021-07-25,2181.94,15:37:29,2180.0
951,1627198799926,2021-07-25,2181.22,15:39:59,2180.8
952,1627198949926,2021-07-25,2180.99,15:42:29,2180.0
953,1627199099926,2021-07-25,2179.07,15:44:59,2180.6
954,1627199249926,2021-07-25,2177.99,15:47:29,2179.1
955,1627199399926,2021-07-25,2179.71,15:49:59,2178.0
956,1627199549926,2021-07-25,2178.68,15:52:29,2179.1
957,1627199699926,2021-07-25,2176.59,15:54:59,2175.8
958,1627199849926,2021-07-25,2173.6,15:57:29,2175.0
959,1627199999926,2021-07-25,2173.59,15:59:59,2172.4
960,1627200149926,2021-07-25,2174.66,16:02:29,2174.2
961,1627200299926,2021-07-25,2174.86,16:04:59,2174.9
962,1627200449926,2021-07-25,2177.76,16:07:29,2176.8
963,1627200599926,2021-07-25,2175.6,16:09:59,2174.8
964,1627200749926,2021-07-25,2175.06,16:12:29,2177.4
965,1627200899926,2021-07-25,2177.72,16:14:59,2175.1
966,1627201049926,2021-07-25,2179.17,16:17:29,2178.2
967,1627201199926,2021-07-25,2174.09,16:19:59,2176.4
968,1627201349926,2021-07-25,2173.4,16:22:29,2172.0
969,1627201499926,2021-07-25,2174.79,16:24:59,2172.8
970,1627201649926,2021-07-25,2175.0,16:27:29,2175.8
971,1627201799926,2021-07-25,2173.2,16:29:59,2172.5
972,1627201949926,2021-07-25,2167.99,16:32:29,2169.4
973,1627202099926,2021-07-25,2168.41,16:34:59,2167.0
974,1627202249926,2021-07-25,2164.39,16:37:29,2168.4
975,1627202399926,2021-07-25,2166.81,16:39:59,2168.4
976,1627202549926,2021-07-25,2167.53,16:42:29,2167.4
977,1627202699926,2021-07-25,2167.26,16:44:59,2165.8
978,1627202849926,2021-07-25,2162.94,16:47:29,2163.0
979,1627202999926,2021-07-25,2164.13,16:49:59,2161.2
980,1627203149926,2021-07-25,2166.2,16:52:29,2164.1
981,1627203299926,2021-07-25,2165.79,16:54:59,2164.7
982,1627203449926,2021-07-25,2165.45,16:57:29,2165.8
983,1627203599926,2021-07-25,2166.5,16:59:59,2165.4
984,1627203749926,2021-07-25,2164.5,17:02:29,2165.5
985,1627203899926,2021-07-25,2167.17,17:04:59,2164.5
986,1627204049926,2021-07-25,2165.41,17:07:29,2165.8
987,1627204199926,2021-07-25,2163.47,17:09:59,2164.0
988,1627204349926,2021-07-25,2164.0,17:12:29,2162.0
989,1627204499926,2021-07-25,2162.8,17:14:59,2163.2
990,1627204649926,2021-07-25,2163.0,17:17:29,2160.0
991,1627204799926,2021-07-25,2164.45,17:19:59,2161.0
992,1627204949926,2021-07-25,2162.05,17:22:29,2164.0
993,1627205099926,2021-07-25,2163.79,17:24:59,2162.1
994,1627205249926,2021-07-25,2164.4,17:27:29,2165.1
995,1627205399926,2021-07-25,2163.4,17:29:59,2164.4
996,1627205549926,2021-07-25,2166.02,17:32:29,2165.9
