,ts,day,updatetime,price,POC,delta
1361,1627865100051,2021-08-02,08:45:00,2536.1,2536.0,-263.40000000000055
1362,1627865250051,2021-08-02,08:47:30,2541.75,2532.3,344.34000000000106
1363,1627865400051,2021-08-02,08:50:00,2527.16,2531.8,-955.84
1364,1627865550051,2021-08-02,08:52:30,2527.16,2525.0,-1919.9400000000005
1365,1627865700051,2021-08-02,08:55:00,2525.42,2530.0,122.22000000000024
1366,1627865850051,2021-08-02,08:57:30,2527.93,2529.5,887.96
1367,1627866000051,2021-08-02,09:00:00,2518.01,2519.6,-11.360000000000127
1368,1627866150051,2021-08-02,09:02:30,2515.0,2514.4,1728.5999999999997
1369,1627866300051,2021-08-02,09:05:00,2528.25,2520.9,-889.5800000000008
1370,1627866450051,2021-08-02,09:07:30,2533.84,2529.3,-759.7599999999993
1371,1627866600051,2021-08-02,09:10:00,2534.55,2534.6,781.3400000000001
1372,1627866750051,2021-08-02,09:12:30,2536.4,2537.0,52.98000000000002
1373,1627866900051,2021-08-02,09:15:00,2536.4,2532.1,338.4200000000001
1374,1627867050051,2021-08-02,09:17:30,2542.49,2538.2,803.5999999999995
1375,1627867200051,2021-08-02,09:20:00,2538.39,2539.5,-403.90000000000055
1376,1627867350051,2021-08-02,09:22:30,2537.16,2535.3,-392.8599999999999
1377,1627867500051,2021-08-02,09:25:00,2536.99,2532.0,569.6600000000001
1378,1627867650051,2021-08-02,09:27:30,2530.59,2529.5,-357.19999999999936
1379,1627867800051,2021-08-02,09:30:00,2541.64,2539.0,697.6799999999998
1380,1627867950051,2021-08-02,09:32:30,2543.56,2543.4,-31.579999999999472
1381,1627868100051,2021-08-02,09:35:00,2547.61,2546.9,93.86000000000011
1382,1627868250051,2021-08-02,09:37:30,2546.91,2553.2,-497.8600000000001
1383,1627868400051,2021-08-02,09:40:00,2547.22,2544.4,201.06000000000017
1384,1627868550051,2021-08-02,09:42:30,2549.48,2549.2,253.11999999999895
1385,1627868700051,2021-08-02,09:45:00,2547.21,2547.2,-334.7800000000004
1386,1627868850051,2021-08-02,09:47:30,2547.5,2550.1,344.03999999999974
1387,1627869000051,2021-08-02,09:50:00,2546.21,2549.8,-110.9599999999998
1388,1627869150051,2021-08-02,09:52:30,2539.84,2540.7,-759.96
1389,1627869300051,2021-08-02,09:55:00,2539.76,2540.4,-599.6800000000003
1390,1627869450051,2021-08-02,09:57:30,2534.75,2537.0,-1104.1200000000003
1391,1627869600051,2021-08-02,10:00:00,2536.78,2540.0,293.8199999999995
1392,1627869750051,2021-08-02,10:02:30,2541.53,2540.7,-88.72000000000025
1393,1627869900051,2021-08-02,10:05:00,2542.68,2544.0,293.7199999999999
1394,1627870050051,2021-08-02,10:07:30,2541.17,2542.7,350.4999999999998
1395,1627870200051,2021-08-02,10:10:00,2537.95,2541.3,-49.80000000000007
1396,1627870350051,2021-08-02,10:12:30,2535.08,2535.1,-194.3199999999997
1397,1627870500051,2021-08-02,10:15:00,2534.65,2535.0,-2106.420000000001
1398,1627870650051,2021-08-02,10:17:30,2539.28,2538.0,153.24
1399,1627870800051,2021-08-02,10:20:00,2544.25,2545.0,310.3800000000001
1400,1627870950051,2021-08-02,10:22:30,2541.53,2541.1,-35.90000000000009
1401,1627871100051,2021-08-02,10:25:00,2549.9,2550.0,891.46
1402,1627871250051,2021-08-02,10:27:30,2542.88,2545.2,-328.89999999999986
1403,1627871400051,2021-08-02,10:30:00,2545.39,2542.2,530.6599999999999
1404,1627871550051,2021-08-02,10:32:30,2542.52,2542.5,-239.42
1405,1627871700051,2021-08-02,10:35:00,2551.12,2541.3,557.8
1406,1627871850051,2021-08-02,10:37:30,2558.64,2559.3,2291.2400000000016
1407,1627872000051,2021-08-02,10:40:00,2559.22,2558.6,355.10000000000014
1408,1627872150051,2021-08-02,10:42:30,2556.97,2559.2,272.20000000000005
1409,1627872300051,2021-08-02,10:45:00,2559.3,2560.4,695.8399999999998
1410,1627872450051,2021-08-02,10:47:30,2557.6,2556.4,475.9599999999996
1411,1627872600051,2021-08-02,10:50:00,2561.56,2555.6,805.0
1412,1627872750051,2021-08-02,10:52:30,2557.98,2559.2,-600.44
1413,1627872900051,2021-08-02,10:55:00,2560.72,2558.0,-21.539999999999964
1414,1627873050051,2021-08-02,10:57:30,2564.62,2564.0,96.62000000000012
1415,1627873200051,2021-08-02,11:00:00,2565.27,2566.0,-1272.12
1416,1627873350051,2021-08-02,11:02:30,2566.33,2566.0,19.500000000000227
1417,1627873500051,2021-08-02,11:05:00,2569.35,2570.2,395.0399999999997
1418,1627873650051,2021-08-02,11:07:30,2564.93,2566.1,-101.49999999999976
1419,1627873800051,2021-08-02,11:10:00,2561.34,2562.1,-821.4999999999998
1420,1627873950051,2021-08-02,11:12:30,2560.67,2560.3,-91.41999999999972
1421,1627874100051,2021-08-02,11:15:00,2562.83,2560.5,-37.41999999999996
1422,1627874250051,2021-08-02,11:17:30,2558.51,2558.0,469.9799999999996
1423,1627874400051,2021-08-02,11:20:00,2558.15,2558.0,-211.74
1424,1627874550051,2021-08-02,11:22:30,2560.71,2558.2,765.4000000000005
1425,1627874700051,2021-08-02,11:25:00,2561.29,2559.7,-34.80000000000007
1426,1627874850051,2021-08-02,11:27:30,2558.95,2559.7,-671.1800000000001
1427,1627875000051,2021-08-02,11:30:00,2560.98,2559.2,115.0
1428,1627875150051,2021-08-02,11:32:30,2553.88,2557.9,-1937.12
1429,1627875300051,2021-08-02,11:35:00,2555.52,2553.6,-185.91999999999985
1430,1627875450051,2021-08-02,11:37:30,2557.55,2557.0,538.2199999999999
1431,1627875600051,2021-08-02,11:40:00,2555.47,2557.3,-2217.02
1432,1627875750051,2021-08-02,11:42:30,2558.0,2556.4,533.7799999999997
1433,1627875900051,2021-08-02,11:45:00,2555.35,2556.8,-357.5000000000001
1434,1627876050051,2021-08-02,11:47:30,2561.74,2560.0,457.9000000000001
1435,1627876200051,2021-08-02,11:50:00,2563.74,2561.9,432.2000000000003
1436,1627876350051,2021-08-02,11:52:30,2561.02,2563.7,-461.56
1437,1627876500051,2021-08-02,11:55:00,2557.54,2557.3,-213.79999999999995
1438,1627876650051,2021-08-02,11:57:30,2562.79,2563.0,-278.5400000000004
1439,1627876800051,2021-08-02,12:00:00,2557.69,2561.1,47.75999999999988
1440,1627876950051,2021-08-02,12:02:30,2558.08,2559.1,-40.54000000000019
1441,1627877100051,2021-08-02,12:05:00,2557.86,2557.0,-685.5200000000004
1442,1627877250051,2021-08-02,12:07:30,2555.04,2555.0,-889.7799999999999
1443,1627877400051,2021-08-02,12:10:00,2554.21,2555.0,-471.7399999999998
1444,1627877550051,2021-08-02,12:12:30,2552.74,2555.9,-89.11999999999978
1445,1627877700051,2021-08-02,12:15:00,2546.44,2548.3,-713.8000000000006
1446,1627877850051,2021-08-02,12:17:30,2548.13,2546.0,552.4800000000002
1447,1627878000051,2021-08-02,12:20:00,2543.69,2548.4,-1061.96
1448,1627878150051,2021-08-02,12:22:30,2548.0,2547.4,181.34000000000012
1449,1627878300051,2021-08-02,12:25:00,2554.77,2552.0,950.1199999999994
1450,1627878450051,2021-08-02,12:27:30,2563.7,2560.9,583.6199999999999
1451,1627878600051,2021-08-02,12:30:00,2566.66,2567.0,2126.56
1452,1627878750051,2021-08-02,12:32:30,2563.61,2567.3,-574.4600000000005
1453,1627878900051,2021-08-02,12:35:00,2562.36,2562.7,118.48000000000002
1454,1627879050051,2021-08-02,12:37:30,2560.59,2560.7,88.93999999999988
1455,1627879200051,2021-08-02,12:40:00,2560.11,2560.4,19.05999999999997
1456,1627879350051,2021-08-02,12:42:30,2556.66,2557.5,-262.5600000000001
1457,1627879500051,2021-08-02,12:45:00,2559.09,2556.6,460.8800000000001
1458,1627879650051,2021-08-02,12:47:30,2558.64,2558.7,-1008.02
1459,1627879800051,2021-08-02,12:50:00,2550.86,2550.2,-780.9000000000005
1460,1627879950051,2021-08-02,12:52:30,2552.43,2550.0,38.819999999999936
1461,1627880100051,2021-08-02,12:55:00,2551.69,2551.7,371.38
1462,1627880250051,2021-08-02,12:57:30,2552.14,2551.1,47.839999999999975
1463,1627880400051,2021-08-02,13:00:00,2547.8,2549.9,-982.76
1464,1627880550051,2021-08-02,13:02:30,2552.98,2555.0,884.8000000000002
1465,1627880700051,2021-08-02,13:05:00,2549.69,2554.5,-242.82000000000005
1466,1627880850051,2021-08-02,13:07:30,2555.73,2555.0,659.0400000000001
1467,1627881000051,2021-08-02,13:10:00,2550.0,2553.0,-498.74
1468,1627881150051,2021-08-02,13:12:30,2552.28,2552.3,488.3
1469,1627881300051,2021-08-02,13:15:00,2549.28,2552.3,-431.26
1470,1627881450051,2021-08-02,13:17:30,2553.84,2554.1,679.6
1471,1627881600051,2021-08-02,13:20:00,2552.11,2555.0,-364.08
1472,1627881750051,2021-08-02,13:22:30,2552.89,2552.4,223.80000000000007
1473,1627881900051,2021-08-02,13:25:00,2550.75,2551.5,-135.03999999999985
1474,1627882050051,2021-08-02,13:27:30,2551.02,2550.2,28.41999999999996
1475,1627882200051,2021-08-02,13:30:00,2550.39,2550.0,55.559999999999945
1476,1627882350051,2021-08-02,13:32:30,2552.21,2552.6,253.54
1477,1627882500051,2021-08-02,13:35:00,2550.63,2551.7,-190.6599999999999
1478,1627882650051,2021-08-02,13:37:30,2552.27,2553.0,130.80000000000013
1479,1627882800051,2021-08-02,13:40:00,2554.21,2553.6,168.58000000000004
1480,1627882950051,2021-08-02,13:42:30,2558.21,2555.8,486.72000000000014
1481,1627883100051,2021-08-02,13:45:00,2559.27,2559.3,490.82000000000016
1482,1627883250051,2021-08-02,13:47:30,2560.99,2561.0,163.91999999999996
1483,1627883400051,2021-08-02,13:50:00,2559.95,2561.3,-1452.46
1484,1627883550051,2021-08-02,13:52:30,2556.56,2556.4,116.50000000000024
1485,1627883700051,2021-08-02,13:55:00,2555.62,2556.4,-39.41999999999996
1486,1627883850051,2021-08-02,13:57:30,2557.03,2555.6,81.03999999999996
1487,1627884000051,2021-08-02,14:00:00,2555.91,2555.8,584.5799999999999
1488,1627884150051,2021-08-02,14:02:30,2553.04,2555.8,-332.8000000000002
1489,1627884300051,2021-08-02,14:05:00,2551.8,2555.0,277.49999999999994
1490,1627884450051,2021-08-02,14:07:30,2554.8,2550.6,488.7399999999999
1491,1627884600051,2021-08-02,14:10:00,2552.12,2552.5,-493.28
1492,1627884750051,2021-08-02,14:12:30,2552.0,2552.0,-20.639999999999876
1493,1627884900051,2021-08-02,14:15:00,2550.05,2551.0,-1837.98
1494,1627885050051,2021-08-02,14:17:30,2550.48,2548.9,74.94
